title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,Language
Outlander,SHOW,2014,TV-MA,60,"['scifi', 'drama', 'fantasy', 'romance']",['US'],6.0,tt3006802,8.4,152435.0,"English, Gaelic"
Peaky Blinders,SHOW,2013,TV-MA,58,"['drama', 'crime', 'european']",['GB'],6.0,tt2442560,8.8,485506.0,"English, Romanian, Irish Gaelic, Italian, Yiddish, French"
Attack on Titan,SHOW,2013,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",['JP'],4.0,tt2560140,9.0,325381.0,Japanese
The Blacklist,SHOW,2013,TV-14,43,"['drama', 'crime', 'thriller']",['US'],9.0,tt2741602,8.0,238138.0,English
Married at First Sight,SHOW,2014,TV-PG,64,"['reality', 'european']",['US'],14.0,tt3868860,6.1,1975.0,English
The Flash,SHOW,2014,TV-14,42,"['scifi', 'drama', 'action']",['US'],8.0,tt3107288,7.6,336888.0,English
Gotham,SHOW,2014,TV-14,43,"['scifi', 'action', 'crime', 'drama', 'thriller']",['US'],5.0,tt3749900,7.8,226081.0,"English, Russian, Italian, French, Spanish, Arabic"
Are You The One?,SHOW,2014,TV-14,41,['reality'],['US'],8.0,tt3484274,6.5,2450.0,English
The 100,SHOW,2014,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,tt2661044,7.6,242221.0,"English, Mandarin, French, Spanish"
How to Get Away with Murder,SHOW,2014,TV-14,43,"['drama', 'thriller', 'crime']",['US'],6.0,tt3205802,8.1,146712.0,"English, Spanish"
Reign,SHOW,2013,TV-14,42,"['drama', 'fantasy']",['US'],4.0,tt2710394,7.5,47751.0,English
BoJack Horseman,SHOW,2014,TV-MA,26,"['drama', 'comedy', 'animation']",['US'],6.0,tt3398228,8.8,143584.0,English
House of Cards,SHOW,2013,TV-MA,52,['drama'],['US'],6.0,tt1856010,8.7,494092.0,English
Henry Danger,SHOW,2014,TV-G,24,"['scifi', 'action', 'comedy', 'family']",['US'],5.0,tt3596174,5.6,5245.0,English
Orange Is the New Black,SHOW,2013,TV-MA,59,"['drama', 'comedy', 'crime']",['US'],7.0,tt2372162,8.1,295591.0,English
The Originals,SHOW,2013,TV-14,43,"['scifi', 'drama', 'fantasy', 'horror']",['US'],5.0,tt2632424,8.3,131574.0,English
Jane the Virgin,SHOW,2014,TV-14,42,"['drama', 'comedy']",['US'],5.0,tt3566726,7.8,46286.0,English
Marco Polo,SHOW,2014,TV-MA,55,"['action', 'drama', 'history', 'documentation']",['US'],2.0,tt2189461,8.0,71229.0,"English, Cantonese, Mandarin, Mongolian, Persian, Italian, Uighur, Arabic"
Wentworth,SHOW,2013,TV-MA,46,"['drama', 'crime', 'thriller']",['AU'],9.0,tt2433738,8.6,21747.0,English
Madam Secretary,SHOW,2014,TV-14,43,"['war', 'thriller', 'drama']",['US'],6.0,tt3501074,7.6,22563.0,English
KILL la KILL,SHOW,2013,TV-MA,25,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],1.0,tt3114390,7.9,13372.0,"Japanese, French, English"
Z Nation,SHOW,2014,TV-14,43,"['action', 'drama', 'scifi', 'comedy', 'horror', 'romance']",['US'],5.0,tt3843168,6.6,36059.0,English
From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,"['scifi', 'crime', 'fantasy', 'horror', 'action']",['US'],3.0,tt3337194,6.9,20132.0,English
Derek,SHOW,2013,TV-MA,26,"['drama', 'comedy', 'european']",['GB'],3.0,tt2616280,8.1,31976.0,English
The Thundermans,SHOW,2013,TV-G,24,"['action', 'scifi', 'family', 'comedy', 'drama']",['US'],4.0,tt2712516,5.6,5340.0,English
Hemlock Grove,SHOW,2013,TV-MA,49,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",['US'],3.0,tt2309295,7.0,39590.0,English
The Seven Deadly Sins,SHOW,2014,TV-14,24,"['action', 'scifi', 'comedy', 'fantasy', 'animation']",['JP'],5.0,tt3909224,7.9,30341.0,Japanese
Sofia the First,SHOW,2013,TV-Y,24,"['family', 'fantasy', 'animation']",['US'],4.0,tt2136138,6.8,2915.0,English
Sailor Moon Crystal,SHOW,2014,TV-14,24,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'family']",['JP'],4.0,tt3124992,7.8,2115.0,Japanese
Lovesick,SHOW,2014,TV-MA,24,"['comedy', 'european']",['GB'],3.0,tt4051832,8.1,19259.0,English
Shtisel,SHOW,2013,TV-14,48,['drama'],['IL'],3.0,tt3069894,8.6,6958.0,"Hebrew, Yiddish"
The Chase,SHOW,2013,TV-PG,44,['reality'],['US'],5.0,tt3077336,7.5,886.0,English
The Night Shift,SHOW,2014,TV-14,42,"['drama', 'romance', 'fantasy', 'horror', 'action', 'animation', 'comedy']",['US'],4.0,tt1483202,7.5,12069.0,Portuguese
The Next Step,SHOW,2013,TV-G,24,"['drama', 'romance', 'family']",['CA'],7.0,tt2374744,5.9,1928.0,English
Velvet,SHOW,2014,TV-14,57,"['drama', 'romance', 'thriller', 'action', 'crime', 'european']",['ES'],4.0,tt2955402,8.1,6018.0,Spanish
Zach Stone Is Gonna Be Famous,SHOW,2013,TV-PG,20,['comedy'],['US'],1.0,tt1748277,8.3,3616.0,English
The Irregular at Magic High School,SHOW,2014,TV-14,24,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy']",['JP'],2.0,tt3874528,7.1,3273.0,Japanese
Resurrection: Ertugrul,SHOW,2014,TV-14,57,"['war', 'action', 'drama', 'history']",['TR'],5.0,tt4320258,7.9,35515.0,"Turkish, Arabic"
Rabbids Invasion,SHOW,2013,TV-Y7,10,"['comedy', 'animation', 'family', 'european']","['FR', 'US']",4.0,tt3105674,5.5,1802.0,"French, English"
The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,"['animation', 'fantasy', 'scifi', 'comedy', 'family']","['US', 'GB', 'CA']",3.0,tt1699440,6.4,620.0,English
Girlfriends' Guide to Divorce,SHOW,2014,TV-14,42,"['comedy', 'drama']",['US'],5.0,tt2817246,6.9,4523.0,English
Tiny House Nation,SHOW,2014,TV-PG,43,['reality'],['US'],5.0,tt3869500,7.1,1126.0,English
Talking Tom and Friends,SHOW,2014,TV-G,11,"['comedy', 'drama', 'family', 'action', 'animation', 'fantasy', 'european']",['US'],5.0,tt4648640,6.1,411.0,English
Ever After High,SHOW,2013,TV-Y7,30,"['action', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance', 'animation']",['CA'],5.0,tt3312378,7.7,1130.0,English
Yowamushi Pedal,SHOW,2013,TV-14,24,"['comedy', 'drama', 'sport', 'animation']",['JP'],4.0,tt2942228,7.7,808.0,Japanese
Sam & Cat,SHOW,2013,TV-G,24,"['drama', 'family', 'comedy']",['US'],1.0,tt2487090,5.6,9507.0,English
Young & Hungry,SHOW,2014,TV-14,21,"['comedy', 'drama', 'romance']",['US'],5.0,tt2084712,7.3,15627.0,English
"Nicky, Ricky, Dicky & Dawn",SHOW,2014,TV-G,23,"['comedy', 'family']",['US'],4.0,tt3596176,5.1,2551.0,English
The Haunted Hathaways,SHOW,2013,TV-G,24,"['comedy', 'family', 'fantasy']",['US'],2.0,tt2535732,5.0,2471.0,English
Black Money Love,SHOW,2014,TV-MA,90,"['action', 'drama', 'romance', 'crime']",['TR'],2.0,tt3565486,7.4,5975.0,"Turkish, Italian"
Angry Birds Toons,SHOW,2013,TV-Y,2,"['comedy', 'family', 'fantasy', 'animation', 'action', 'european']",['FI'],4.0,tt3012598,6.2,800.0,None
Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['AU'],4.0,tt2548214,6.7,3924.0,English
Lalaloopsy,SHOW,2013,TV-Y,23,['animation'],['US'],3.0,tt2827502,6.4,104.0,English
Senora Acero,SHOW,2014,TV-MA,43,"['crime', 'drama', 'romance']",['US'],5.0,tt3904068,6.8,375.0,"Spanish, English"
Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']","['US', 'CA', 'JP']",3.0,tt2392179,4.8,635.0,"English, Japanese, Spanish"
Zbrodnia,SHOW,2014,TV-MA,45,"['crime', 'action']",['PL'],2.0,tt4173216,6.2,660.0,"Polish, Hungarian, Czech, Romanian"
Black Ink Crew New York,SHOW,2013,TV-14,41,['reality'],['US'],9.0,tt2738096,4.6,459.0,English
Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,23,"['scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],2.0,tt3104236,7.3,1152.0,Japanese
VeggieTales in the House,SHOW,2014,TV-G,18,"['comedy', 'family', 'music', 'animation']",['US'],4.0,tt3692064,4.3,300.0,N/A
20 Minutes,SHOW,2013,TV-MA,45,"['action', 'drama', 'romance']",['TR'],1.0,tt2544148,7.3,1681.0,Turkish
Dokidoki! PreCure,SHOW,2013,TV-G,23,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'family']",['JP'],2.0,tt4621212,6.3,188.0,Japanese
Masha's Spooky Stories,SHOW,2014,TV-Y,5,"['animation', 'family']",['RU'],1.0,tt4570676,6.1,65.0,Russian
All Hail King Julien,SHOW,2014,TV-Y7,23,"['action', 'comedy', 'family', 'fantasy', 'animation']",['US'],5.0,tt3807022,7.0,2008.0,English
Some Assembly Required,SHOW,2014,TV-G,25,"['comedy', 'documentation', 'reality']",['CA'],4.0,tt1160042,8.5,22.0,English
Incomplete Life,SHOW,2014,TV-14,73,"['drama', 'comedy']",['KR'],1.0,tt4240730,8.6,1883.0,"Korean, English"
"That Winter, the Wind Blows",SHOW,2013,TV-MA,63,['drama'],['KR'],1.0,tt2806646,7.6,1803.0,Korean
Dharmakshetra,SHOW,2014,TV-14,44,['drama'],['IN'],1.0,tt6803712,8.2,247.0,Hindi
Against the Tide,SHOW,2014,TV-14,44,['drama'],['SG'],1.0,tt7131682,7.6,11.0,Mandarin
Turbo FAST,SHOW,2013,TV-PG,19,"['animation', 'family', 'comedy', 'sport', 'scifi', 'action']",['US'],3.0,tt3010520,6.5,593.0,English
Sammy & Co,SHOW,2014,TV-PG,14,"['animation', 'european']",['US'],2.0,tt2580128,5.6,30.0,French
Boss & Me,SHOW,2014,TV-PG,45,"['comedy', 'romance']",['CN'],1.0,tt6186406,7.3,424.0,Chinese
Two Fathers,SHOW,2013,TV-14,44,"['comedy', 'drama']",['TW'],1.0,tt6707142,8.0,54.0,Mandarin
Mystic Whispers,SHOW,2014,TV-14,26,"['comedy', 'romance']",['SG'],1.0,tt8834748,6.9,17.0,Chinese
Better Call Saul,SHOW,2015,TV-MA,49,"['comedy', 'drama', 'crime']",['US'],6.0,tt3032476,8.8,404920.0,"English, Spanish, Vietnamese"
The Last Kingdom,SHOW,2015,TV-MA,55,"['action', 'war', 'drama', 'history', 'european']",['GB'],5.0,tt4179452,8.5,126473.0,"English, Latin"
Stranger Things,SHOW,2016,TV-14,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['US'],5.0,tt4575572,8.7,989090.0,N/A
Schitt's Creek,SHOW,2015,TV-14,22,['comedy'],['CA'],6.0,tt3526078,8.5,112537.0,English
Alone,SHOW,2015,TV-MA,48,"['reality', 'documentation']",['US'],8.0,tt4803766,8.4,4622.0,English
Grace and Frankie,SHOW,2015,TV-MA,30,"['comedy', 'drama']",['US'],7.0,tt3609352,8.2,48435.0,English
The Good Place,SHOW,2016,TV-14,23,"['scifi', 'comedy', 'romance', 'drama', 'fantasy']",['US'],4.0,tt4955642,8.2,148562.0,English
Ash vs Evil Dead,SHOW,2015,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",['US'],3.0,tt4189022,8.4,70087.0,English
One-Punch Man,SHOW,2015,TV-PG,24,"['action', 'fantasy', 'scifi', 'animation', 'comedy']",['JP'],2.0,tt4508902,8.7,148386.0,"Japanese, English"
Chicago Med,SHOW,2015,TV-14,41,['drama'],['US'],8.0,tt4655480,7.6,24142.0,English
Queen of the South,SHOW,2016,TV-MA,42,"['drama', 'thriller', 'action', 'crime']",['US'],5.0,tt1064899,7.9,28537.0,English
The Crown,SHOW,2016,TV-MA,56,"['drama', 'history', 'european']","['US', 'GB']",5.0,tt4786824,8.7,190878.0,English
Call My Agent!,SHOW,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,tt4277922,8.3,13331.0,French
Servant of the People,SHOW,2015,TV-MA,29,['comedy'],['UA'],3.0,tt6235122,7.3,2706.0,"Russian, Ukrainian"
Documentary Now!,SHOW,2015,TV-14,22,['comedy'],['US'],4.0,tt4677934,8.1,6445.0,English
Forged in Fire,SHOW,2015,TV-PG,42,['reality'],['US'],9.0,tt4680444,8.3,3538.0,English
Van Helsing,SHOW,2016,TV-14,42,"['scifi', 'fantasy', 'horror', 'action', 'drama']",['US'],5.0,tt5197820,6.1,21852.0,English
Food Wars! Shokugeki no Soma,SHOW,2015,TV-MA,24,"['animation', 'comedy', 'drama', 'fantasy', 'thriller']",['JP'],5.0,tt0417325,8.2,9651.0,English
Lucifer,SHOW,2016,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",['US'],6.0,tt4052886,8.1,308291.0,English
DC's Legends of Tomorrow,SHOW,2016,TV-14,42,"['scifi', 'action', 'drama']",['US'],7.0,tt4532368,6.8,101178.0,"English, Egyptian (Ancient), Russian, Latin, Arabic, Japanese"
The Magicians,SHOW,2015,TV-14,44,"['drama', 'scifi', 'fantasy']",['US'],5.0,tt4254242,7.6,49557.0,English
The OA,SHOW,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,tt4635282,7.9,100911.0,English
Kim's Convenience,SHOW,2016,TV-14,22,['comedy'],['CA'],5.0,tt5912064,8.3,16970.0,English
Sense8,SHOW,2015,TV-MA,62,"['scifi', 'thriller', 'drama']",['US'],2.0,tt2431438,8.2,151518.0,English
Crashing,SHOW,2016,TV-MA,30,"['comedy', 'european']",['GB'],1.0,tt5295524,7.7,18546.0,English
Norsemen,SHOW,2016,TV-MA,30,"['comedy', 'drama']",['NO'],3.0,tt5905354,7.7,18040.0,"Norwegian, English"
Bloodline,SHOW,2015,TV-MA,57,"['drama', 'thriller']",['US'],3.0,tt0219432,7.9,50028.0,English
Slasher,SHOW,2016,TV-MA,46,"['drama', 'horror', 'thriller', 'crime']",['CA'],4.0,tt13976072,6.7,14071.0,N/A
Travelers,SHOW,2016,TV-MA,45,"['scifi', 'drama', 'thriller', 'crime']",['CA'],3.0,tt5651844,8.0,54566.0,English
Narcos,SHOW,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,tt2707408,8.8,404486.0,"English, Spanish"
Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,TV-Y7,22,"['family', 'fantasy', 'romance', 'animation', 'action']",['FR'],4.0,tt2580046,7.7,10102.0,"Urdu, Hindi, French, Korean, English"
Designated Survivor,SHOW,2016,TV-PG,44,"['war', 'action', 'drama', 'thriller']",['US'],3.0,tt5296406,7.5,88019.0,English
Leah Remini: Scientology and the Aftermath,SHOW,2016,TV-14,46,"['documentation', 'history']",['US'],3.0,tt6244192,9.0,5761.0,English
Into the Badlands,SHOW,2015,TV-14,43,"['action', 'drama']",['US'],3.0,tt3865236,7.9,45628.0,English
iZombie,SHOW,2015,TV-14,42,"['scifi', 'comedy', 'crime', 'drama', 'horror']",['US'],5.0,tt3501584,7.8,66488.0,English
Wynonna Earp,SHOW,2016,TV-14,43,"['action', 'scifi', 'western', 'drama', 'fantasy', 'thriller']","['US', 'CA']",4.0,tt4878326,7.3,22256.0,English
Dark Matter,SHOW,2015,TV-14,43,"['scifi', 'drama', 'thriller', 'action']",['CA'],3.0,tt3116070,7.5,41867.0,N/A
Scream: The TV Series,SHOW,2015,TV-14,43,"['crime', 'horror', 'thriller', 'comedy', 'drama']",['US'],3.0,tt3921180,7.1,40082.0,English
Versailles,SHOW,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,tt3830558,7.9,16273.0,"Latin, Spanish, French, English"
60 Days In,SHOW,2016,TV-14,46,['reality'],['US'],6.0,tt10112398,7.6,2616.0,Swedish
Supergirl,SHOW,2015,TV-14,42,"['scifi', 'drama', 'action']",['US'],6.0,tt4016454,6.2,121939.0,English
Crazy Ex-Girlfriend,SHOW,2015,TV-14,42,['comedy'],['US'],4.0,tt4094300,7.8,19738.0,English
Medici: Masters of Florence,SHOW,2016,TV-14,54,"['war', 'drama', 'history', 'romance', 'thriller', 'european']","['GB', 'IT']",3.0,tt5057130,7.9,18575.0,English
PJ Masks,SHOW,2015,TV-G,15,"['animation', 'family', 'fantasy', 'scifi', 'action', 'european']",['GB'],5.0,tt4148744,5.4,1214.0,"French, English, Spanish"
Marcella,SHOW,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,tt5269594,7.4,30373.0,English
Bordertown,SHOW,2016,TV-MA,59,"['drama', 'crime', 'european']",['FI'],3.0,tt4937942,7.6,10371.0,"Finnish, Russian, English"
Fauda,SHOW,2015,TV-MA,40,"['war', 'thriller', 'action', 'drama']",['IL'],3.0,tt4565380,8.3,25239.0,"Hebrew, Arabic"
El marginal,SHOW,2016,TV-MA,54,"['crime', 'drama', 'action', 'thriller']",['AR'],5.0,tt5820976,8.2,3799.0,Spanish
Frontier,SHOW,2016,TV-MA,46,"['action', 'drama', 'history']",['CA'],3.0,tt4686698,7.1,20706.0,"English, Cree, Portuguese"
The Cuba Libre Story,SHOW,2015,TV-14,45,"['documentation', 'history', 'european']",['DE'],2.0,tt5319838,7.6,1583.0,"German, English, Spanish, French, Russian"
ERASED,SHOW,2016,TV-14,22,"['drama', 'animation', 'fantasy', 'scifi', 'thriller']",['JP'],1.0,tt5249462,8.5,42699.0,Japanese
Flowers,SHOW,2016,TV-14,25,"['drama', 'comedy', 'european']",['GB'],2.0,tt5619658,8.1,5468.0,English
Love,SHOW,2016,TV-MA,32,"['drama', 'comedy', 'romance']",['US'],3.0,tt4061080,7.7,41362.0,English
Good Witch,SHOW,2015,TV-G,43,"['scifi', 'comedy', 'drama', 'fantasy']",['US'],7.0,tt3906732,7.2,10392.0,English
The Ranch,SHOW,2016,TV-MA,30,"['comedy', 'drama', 'western']",['US'],5.0,tt4998212,7.4,37890.0,English
Wet Hot American Summer: First Day of Camp,SHOW,2015,TV-MA,30,['comedy'],['US'],2.0,tt4341672,7.4,23674.0,N/A
Shooter,SHOW,2016,TV-14,41,"['war', 'drama', 'action']",['US'],3.0,tt4181172,7.5,35547.0,English
Hap and Leonard,SHOW,2016,TV-MA,42,"['action', 'drama', 'crime', 'thriller']",['US'],3.0,tt3729898,7.6,7577.0,English
Glitch,SHOW,2015,TV-MA,52,"['scifi', 'drama', 'horror', 'thriller']",['AU'],3.0,tt4192782,7.3,17240.0,"English, Italian"
Occupied,SHOW,2015,TV-MA,45,"['war', 'thriller', 'drama']",['NO'],3.0,tt4192998,7.7,8839.0,"Norwegian, English, Russian"
Master of None,SHOW,2015,TV-MA,32,"['drama', 'comedy']",['US'],3.0,tt4635276,8.3,72341.0,English
Unbreakable Kimmy Schmidt,SHOW,2015,TV-14,30,"['comedy', 'drama']",['US'],4.0,tt3339966,7.6,70242.0,English
Secret City,SHOW,2016,TV-MA,50,"['war', 'thriller']",['AU'],3.0,tt4976512,7.4,7831.0,"English, Mandarin"
Fuller House,SHOW,2016,TV-Y7,27,"['comedy', 'family']",['US'],5.0,tt3986586,6.7,27148.0,English
Easy,SHOW,2016,TV-MA,30,"['drama', 'comedy']",['US'],3.0,tt5562056,6.9,13569.0,English
3%,SHOW,2016,TV-MA,45,"['scifi', 'action', 'drama', 'thriller']",['BR'],4.0,tt4922804,7.3,25077.0,Portuguese
Making a Murderer,SHOW,2015,TV-14,62,"['crime', 'documentation']",['US'],2.0,tt5189670,8.6,93456.0,English
BUNK'D,SHOW,2015,TV-G,24,"['comedy', 'family', 'drama']",['US'],5.0,tt4591680,5.3,3174.0,English
Quantico,SHOW,2015,TV-14,43,"['drama', 'thriller', 'crime']",['US'],3.0,tt4428122,6.6,60305.0,English
F is for Family,SHOW,2015,TV-MA,28,"['comedy', 'animation', 'drama']",['US'],5.0,tt4326894,8.0,36050.0,English
Locked Up,SHOW,2015,TV-MA,50,"['drama', 'thriller', 'action', 'comedy', 'european']",['ES'],4.0,tt4524056,8.2,21388.0,Spanish
Zoo,SHOW,2015,TV-14,43,"['drama', 'thriller', 'scifi']",['US'],3.0,tt3250026,6.6,24479.0,English
Ajin,SHOW,2016,TV-MA,24,"['action', 'animation', 'drama', 'fantasy', 'thriller', 'horror', 'scifi']",['JP'],2.0,tt5537534,7.6,6121.0,Japanese
Frequency,SHOW,2016,TV-14,18,"['scifi', 'fantasy', 'thriller', 'drama']",['US'],3.0,tt5531470,7.5,13625.0,English
Wanted,SHOW,2016,TV-14,45,"['drama', 'action', 'crime']",['AU'],3.0,tt5193358,7.6,5693.0,English
Aquarius,SHOW,2015,TV-14,43,"['drama', 'crime', 'thriller', 'european']",['US'],2.0,tt4744218,7.1,12112.0,English
Roman Empire,SHOW,2016,TV-14,48,"['drama', 'history', 'war', 'documentation']",['US'],3.0,tt6233538,7.0,7539.0,English
Degrassi: Next Class,SHOW,2016,TV-PG,24,"['drama', 'romance']",['CA'],6.0,tt10947610,6.8,3205.0,English
The Disastrous Life of Saiki K.,SHOW,2016,TV-14,10,"['scifi', 'comedy', 'animation', 'fantasy']",['JP'],3.0,tt6354518,8.4,6649.0,"Japanese, English"
Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,TV-MA,24,"['scifi', 'war', 'action', 'drama', 'animation']",['JP'],2.0,tt5344382,7.9,1623.0,Japanese
Chef's Table,SHOW,2015,TV-MA,50,['documentation'],['US'],7.0,tt4295140,8.5,15176.0,English
Trollhunters: Tales of Arcadia,SHOW,2016,TV-Y7,22,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama', 'family']",['US'],3.0,tt1734135,8.4,16509.0,English
March Comes in Like a Lion,SHOW,2016,TV-PG,25,"['drama', 'animation', 'comedy', 'romance']",['JP'],2.0,tt6074794,8.4,2586.0,Japanese
God Eater,SHOW,2015,TV-14,23,"['scifi', 'animation', 'action']",['JP'],1.0,tt5240222,7.0,1911.0,Japanese
Gilmore Girls: A Year in the Life,SHOW,2016,TV-14,92,"['comedy', 'drama']",['US'],1.0,tt5435008,7.6,36359.0,English
Rebellion,SHOW,2016,TV-14,51,"['war', 'drama', 'history', 'european']","['GB', 'IE']",2.0,tt4699982,7.1,3658.0,"English, Irish Gaelic"
The Windsors,SHOW,2016,TV-MA,27,['comedy'],['GB'],3.0,tt5692740,7.1,2648.0,English
Hip Hop Evolution,SHOW,2016,TV-MA,48,"['documentation', 'music']",['CA'],4.0,tt6319696,8.4,5772.0,N/A
The Get Down,SHOW,2016,TV-MA,62,"['drama', 'music']",['US'],2.0,tt4592410,8.2,22304.0,English
Dragons: Race to the Edge,SHOW,2015,TV-Y7,22,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']",['US'],6.0,tt4816058,8.2,6161.0,English
Flaked,SHOW,2016,TV-MA,32,"['drama', 'romance', 'comedy']",['US'],2.0,tt4973548,7.2,11264.0,English
A Very Secret Service,SHOW,2015,TV-MA,27,"['comedy', 'european']",['FR'],2.0,tt4367560,7.7,3461.0,French
Voltron: Legendary Defender,SHOW,2016,TV-Y7,24,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],8.0,tt5580664,8.1,8706.0,"English, Italian"
Transformers: Robots In Disguise,SHOW,2015,TV-Y7,21,"['scifi', 'animation', 'action', 'comedy']",['US'],5.0,tt3604232,6.0,1048.0,English
Lady Dynamite,SHOW,2016,TV-MA,30,"['comedy', 'drama']",['US'],2.0,tt4789300,7.3,3655.0,English
No Tomorrow,SHOW,2016,TV-14,47,"['comedy', 'drama', 'romance', 'thriller']",['US'],1.0,tt1527428,7.3,5101.0,Japanese
Greenleaf,SHOW,2016,TV-MA,42,['drama'],['US'],5.0,tt4971144,7.3,5158.0,English
Grizzy & the Lemmings,SHOW,2016,TV-Y7,7,"['comedy', 'animation', 'family', 'european']",['FR'],3.0,tt6717058,7.1,579.0,French
Zumbo's Just Desserts,SHOW,2016,TV-14,52,['reality'],['AU'],2.0,tt7239256,6.9,2125.0,English
Sinatra: All or Nothing at All,SHOW,2015,TV-14,122,"['documentation', 'music']",['US'],1.0,tt3838978,8.0,2354.0,English
The Adventures of Puss in Boots,SHOW,2015,TV-Y7,23,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']",['US'],6.0,tt3807034,6.6,1696.0,English
Last Chance U,SHOW,2016,TV-MA,55,"['documentation', 'sport']",['US'],5.0,tt5863126,8.4,6789.0,English
Molang,SHOW,2015,TV-G,3,"['animation', 'comedy', 'family', 'european']",['FR'],3.0,tt6046238,8.4,346.0,"English, French, Greek, None"
Signal,SHOW,2016,TV-MA,71,"['crime', 'scifi', 'thriller', 'drama', 'fantasy']",['KR'],2.0,tt5332206,8.6,6338.0,Korean
Between,SHOW,2015,TV-14,25,"['scifi', 'drama', 'thriller']",['CA'],2.0,tt4531748,6.0,9059.0,N/A
Midnight Diner: Tokyo Stories,SHOW,2016,TV-14,28,['drama'],['JP'],2.0,tt6150576,8.4,4109.0,Japanese
Reply 1988,SHOW,2015,TV-14,95,"['comedy', 'drama', 'family', 'romance']",['KR'],1.0,tt5182866,9.2,6557.0,Korean
Sunny Bunnies,SHOW,2015,TV-Y,3,"['animation', 'family']",['BY'],4.0,tt7264084,6.6,95.0,N/A
Cinderella and Four Knights,SHOW,2016,TV-PG,61,"['comedy', 'drama', 'romance']",['KR'],1.0,tt5764414,7.5,3663.0,Korean
Simon,SHOW,2016,TV-Y,5,"['animation', 'comedy', 'family']",['FR'],2.0,tt7699866,7.0,127.0,"English, French"
Conspiracy,SHOW,2015,TV-14,43,"['documentation', 'history', 'european']",['GB'],1.0,tt4761054,6.2,367.0,English
Spotless,SHOW,2015,TV-MA,58,"['drama', 'comedy', 'crime', 'european']",['FR'],1.0,tt10800582,7.7,3635.0,N/A
Club de Cuervos,SHOW,2015,TV-MA,44,"['comedy', 'drama']",['MX'],4.0,tt4680240,8.2,5514.0,Spanish
Little Things,SHOW,2016,TV-MA,25,"['comedy', 'drama', 'romance']",['IN'],4.0,tt6522580,8.2,6461.0,"Hindi, English"
Care Bears and Cousins,SHOW,2015,TV-Y,23,['animation'],['US'],2.0,tt4680360,6.8,82.0,English
