title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,Language
Bella and the Bulldogs,SHOW,2015,TV-G,23,"['comedy', 'family', 'sport']",['US'],2.0,tt3596178,5.0,2114.0,English
Unnatural Selection,SHOW,2015,TV-MA,35,"['reality', 'documentation', 'comedy']",['US'],1.0,tt11063952,8.1,12.0,English
Sin senos sí hay paraíso,SHOW,2016,TV-MA,47,"['action', 'drama', 'romance', 'crime']",['CO'],4.0,tt5676412,6.5,546.0,Spanish
Cooked,SHOW,2016,TV-PG,53,['documentation'],['US'],1.0,tt5347906,7.6,43.0,English
Mossad 101,SHOW,2015,TV-MA,42,"['action', 'drama']",['IL'],2.0,tt4354042,6.8,632.0,Hebrew
Secrets of Great British Castles,SHOW,2015,TV-PG,51,"['documentation', 'history', 'european']",['GB'],2.0,tt5181284,7.8,1031.0,English
Netflix Presents: The Characters,SHOW,2016,TV-MA,31,['comedy'],['US'],1.0,tt5228026,5.3,835.0,English
Project Mc²,SHOW,2015,TV-G,24,['family'],['US'],6.0,tt4861760,6.1,985.0,English
El Chema,SHOW,2016,TV-MA,44,"['drama', 'action', 'crime']",['US'],1.0,tt5730624,6.9,303.0,Spanish
Tokyo Trial,SHOW,2016,TV-MA,49,"['drama', 'history']","['JP', 'US']",1.0,tt6422918,7.4,1544.0,N/A
Love O2O,SHOW,2016,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt6092878,8.0,2322.0,N/A
Good Morning Call,SHOW,2016,TV-14,48,"['comedy', 'drama', 'romance']",['JP'],2.0,tt5520732,7.7,3088.0,Japanese
Inside the World's Toughest Prisons,SHOW,2016,TV-MA,48,"['crime', 'documentation']",['GB'],5.0,tt8594220,7.1,2747.0,N/A
Beat Bugs,SHOW,2016,TV-Y,15,"['animation', 'family', 'fantasy', 'comedy']",['AU'],3.0,tt4716268,7.6,522.0,English
Another Miss Oh,SHOW,2016,TV-MA,69,"['drama', 'fantasy', 'romance', 'comedy']",['KR'],1.0,tt5679572,7.9,1769.0,Korean
T@gged,SHOW,2016,TV-14,22,"['drama', 'thriller', 'reality']",['US'],3.0,tt5881326,7.3,2012.0,English
The Deep,SHOW,2015,TV-Y7,22,"['action', 'animation', 'family', 'scifi']",['AU'],3.0,tt4991910,8.1,645.0,French
La Niña,SHOW,2016,TV-MA,45,"['action', 'drama']",['CO'],1.0,tt5677942,8.3,642.0,Spanish
Ask the Storybots,SHOW,2016,TV-Y,26,"['animation', 'comedy', 'family']",['US'],3.0,tt5846856,8.4,870.0,English
La esclava blanca,SHOW,2016,TV-MA,41,['history'],['CO'],1.0,tt5458128,8.1,575.0,Spanish
World of Winx,SHOW,2016,TV-Y7,23,"['action', 'animation', 'comedy', 'family', 'fantasy', 'european']","['US', 'IT']",2.0,tt5874596,6.6,715.0,English
Richie Rich,SHOW,2015,TV-PG,22,['comedy'],['US'],2.0,tt4162898,3.1,1041.0,N/A
LEGO Friends: The Power of Friendship,SHOW,2016,TV-Y,23,['animation'],['US'],2.0,tt6464612,6.5,49.0,"Danish, English, Mandarin, German, Spanish, French"
The Good Cop,SHOW,2015,TV-MA,30,"['comedy', 'drama']",['IL'],3.0,tt6070434,7.7,370.0,Hebrew
One More Time,SHOW,2016,TV-14,31,"['scifi', 'drama', 'fantasy']",['KR'],1.0,tt6212990,6.9,564.0,Korean
My Runway,SHOW,2016,TV-14,25,"['comedy', 'drama', 'fantasy', 'romance']",['KR'],1.0,tt6968336,6.3,261.0,Korean
Dear My Friends,SHOW,2016,TV-MA,70,"['drama', 'comedy']",['KR'],1.0,tt5689030,8.2,355.0,N/A
Toon,SHOW,2016,TV-MA,27,['comedy'],['NL'],2.0,tt5698140,7.6,890.0,Dutch
The Paper,SHOW,2016,TV-MA,48,"['drama', 'crime', 'action']",['HR'],3.0,tt0341957,7.4,64.0,Danish
H20: Mermaid Adventures,SHOW,2015,TV-Y,24,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'european']",['FR'],2.0,tt4610750,5.7,182.0,"German, English"
Stories by Rabindranath Tagore,SHOW,2015,TV-PG,43,['drama'],['IN'],1.0,tt4853764,8.8,1295.0,"Hindi, Bengali"
The Haunted House,SHOW,2016,TV-PG,25,"['thriller', 'fantasy', 'horror', 'animation', 'comedy', 'drama', 'family']",['KR'],7.0,tt9518312,8.4,71.0,Korean
Cheer Squad,SHOW,2016,TV-PG,42,['reality'],['CA'],1.0,tt5993744,7.2,166.0,English
72 Dangerous Places to Live,SHOW,2016,TV-PG,49,['documentation'],['AU'],1.0,tt5674272,6.2,344.0,English
Nightmare Teacher,SHOW,2016,TV-MA,16,"['drama', 'horror', 'thriller']",['KR'],1.0,tt6209442,7.1,423.0,Korean
Три кота,SHOW,2015,TV-Y,5,"['scifi', 'comedy', 'family', 'animation']",['RU'],3.0,tt7038964,6.8,95.0,"Russian, English"
Old Money,SHOW,2015,TV-MA,47,"['comedy', 'drama', 'european']",['AT'],1.0,tt3701442,7.3,493.0,German
Rainbow Ruby,SHOW,2016,TV-Y,11,"['animation', 'comedy', 'family', 'fantasy']",['CN'],4.0,tt5828144,6.5,77.0,Spanish
Atelier,SHOW,2015,TV-14,69,"['drama', 'documentation', 'comedy']",['JP'],1.0,tt2303188,6.3,7.0,Bulgarian
The Truth Seekers,SHOW,2016,TV-MA,44,"['drama', 'action']",['SG'],1.0,tt7131694,7.1,16.0,Chinese
Chelsea,SHOW,2016,TV-MA,57,['comedy'],['US'],2.0,tt5672036,6.1,2051.0,English
Home: Adventures with Tip & Oh,SHOW,2016,TV-Y7,21,"['comedy', 'family', 'fantasy', 'scifi', 'animation']",['US'],4.0,tt5759196,5.9,603.0,English
White Rabbit Project,SHOW,2016,TV-PG,48,['reality'],['US'],1.0,tt6048644,6.9,1665.0,English
Witch Hunt: A Century of Murder,SHOW,2015,TV-14,46,"['crime', 'history', 'fantasy', 'drama', 'european']",['GB'],1.0,tt6474054,7.2,319.0,English
The Princess Weiyoung,SHOW,2016,TV-14,45,"['drama', 'history', 'romance']",['CN'],1.0,tt6353308,7.9,767.0,N/A
Mind Game,SHOW,2015,TV-14,44,"['drama', 'action', 'crime']","['JP', 'US']",1.0,tt8879588,7.5,12.0,Chinese
Chelsea Does,SHOW,2016,TV-MA,60,['documentation'],['US'],1.0,tt5275894,7.3,2471.0,English
Real Rob,SHOW,2015,TV-14,31,['comedy'],['US'],2.0,tt3741346,6.4,2801.0,English
StoryBots Super Songs,SHOW,2016,TV-Y,21,"['animation', 'family']",['US'],1.0,tt6163070,8.8,167.0,English
Miss in Kiss,SHOW,2016,TV-14,36,"['comedy', 'drama']",['TW'],1.0,tt6954524,7.7,98.0,"Min Nan, Mandarin"
Coach Snoop,SHOW,2016,TV-MA,29,['documentation'],['US'],2.0,tt5697642,6.8,583.0,English
Word Party,SHOW,2016,TV-Y,20,"['animation', 'family']",['US'],5.0,tt5235950,5.7,349.0,English
Trailer Park Boys: Out of the Park: Europe,SHOW,2016,TV-MA,30,"['action', 'crime', 'drama', 'comedy']",['CA'],2.0,tt5937754,7.0,2285.0,English
My Sunshine,SHOW,2015,TV-PG,45,"['drama', 'romance']",['CN'],1.0,tt6131630,6.6,185.0,"Chinese, English"
A Touch of Green,SHOW,2015,TV-MA,46,"['family', 'drama', 'war']",['TW'],1.0,tt5231950,8.4,314.0,Mandarin
28 Faces of the Moon,SHOW,2016,TV-14,18,['drama'],['KR'],1.0,tt10145322,6.4,25.0,Korean
The Creative Indians,SHOW,2016,TV-MA,28,['documentation'],['US'],4.0,tt9583184,8.3,45.0,English
Bottersnikes & Gumbles,SHOW,2016,TV-Y7,13,"['action', 'animation', 'comedy', 'family']","['AU', 'US', 'GB']",4.0,tt6015820,5.1,47.0,"English, French, German, Mandarin, Spanish"
Fangbone!,SHOW,2016,TV-PG,22,"['animation', 'comedy', 'family', 'fantasy', 'action']",['CA'],1.0,tt4358188,6.2,312.0,English
Chasing Cameron,SHOW,2016,TV-PG,28,['reality'],['US'],1.0,tt6370626,3.8,501.0,English
Spark,SHOW,2016,TV-14,13,['drama'],['KR'],5.0,tt6409112,7.0,57.0,Korean
Under the Black Moonlight,SHOW,2016,TV-14,10,"['drama', 'thriller', 'horror']",['KR'],1.0,tt7162436,5.0,56.0,Korean
Close Your Eyes Before It's Dark,SHOW,2016,TV-14,84,"['drama', 'crime']",['TW'],1.0,tt6506806,7.0,218.0,Mandarin
Best Lover,SHOW,2016,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt9874364,6.8,74.0,N/A
Luna Petunia,SHOW,2016,TV-Y,24,"['animation', 'family', 'fantasy']",['CA'],3.0,tt4588068,6.2,58.0,English
The Miracle,SHOW,2016,TV-14,18,"['drama', 'comedy', 'fantasy', 'music']",['KR'],1.0,tt6703344,6.3,210.0,Korean
The Dream Job,SHOW,2016,TV-14,44,"['drama', 'family']",['SG'],1.0,tt7131688,6.1,14.0,Chinese
Vanished 46,SHOW,2016,TV-MA,61,"['scifi', 'action', 'crime', 'drama', 'thriller']",['TR'],1.0,tt5606154,8.4,4269.0,Turkish
Magic Cellphone,SHOW,2016,TV-PG,13,"['drama', 'comedy']",['KR'],1.0,tt7162434,4.1,21.0,Korean
Diamond Lover,SHOW,2015,TV-PG,45,"['comedy', 'drama']",['CN'],1.0,tt6058496,6.4,138.0,Mandarin
Sons of the Caliphate,SHOW,2015,TV-14,39,['drama'],['NG'],1.0,tt10202268,7.4,32.0,"Hausa, English"
Fartsa,SHOW,2015,TV-14,60,"['crime', 'drama']",['RU'],1.0,tt4567218,6.7,195.0,Russian
Singles Villa,SHOW,2015,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt5053036,7.7,28.0,N/A
Tariqi: My Way,SHOW,2015,TV-14,42,"['drama', 'music']",['EG'],1.0,tt5528490,7.2,143.0,Arabic
The Governor,SHOW,2016,TV-14,45,['drama'],['NG'],1.0,tt7128052,7.4,100.0,English
Back to 1989,SHOW,2016,TV-14,44,"['scifi', 'drama']",['TW'],1.0,tt6273088,8.0,106.0,Min Nan
My Little Baby,SHOW,2016,TV-PG,37,"['comedy', 'drama']",['KR'],1.0,tt5546516,6.9,103.0,Korean
Love Storm,SHOW,2016,TV-14,87,['family'],['TW'],1.0,tt6093070,5.5,325.0,Mandarin
Ozark,SHOW,2017,TV-MA,60,"['crime', 'thriller', 'drama']",['US'],4.0,tt5071412,8.5,278223.0,English
Derry Girls,SHOW,2018,TV-MA,25,['comedy'],['GB'],3.0,tt7120662,8.4,28718.0,English
The Sinner,SHOW,2017,TV-MA,45,"['crime', 'thriller', 'drama']",['US'],4.0,tt6048596,7.9,117055.0,English
Dark,SHOW,2017,TV-MA,56,"['scifi', 'crime', 'drama', 'thriller']",['DE'],3.0,tt5753856,8.7,354443.0,German
Riverdale,SHOW,2017,TV-14,42,"['thriller', 'drama', 'romance', 'crime']",['US'],6.0,tt5420376,6.7,139154.0,English
Legacies,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy', 'horror']",['US'],4.0,tt8103070,7.3,28877.0,English
Mindhunter,SHOW,2017,TV-MA,53,"['crime', 'drama', 'thriller']",['US'],2.0,tt5290382,8.6,261429.0,English
All American,SHOW,2018,TV-14,42,"['drama', 'sport']",['US'],4.0,tt7414406,7.6,9704.0,English
Manifest,SHOW,2018,TV-14,42,"['scifi', 'drama', 'thriller']",['US'],3.0,tt8421350,7.1,50145.0,English
Elite,SHOW,2018,TV-MA,48,"['crime', 'drama', 'thriller']",['ES'],5.0,tt7134908,7.4,73062.0,Spanish
Cobra Kai,SHOW,2018,TV-14,31,"['action', 'comedy', 'drama', 'sport']",['US'],5.0,tt7221388,8.6,163858.0,"English, Spanish"
You,SHOW,2018,TV-MA,47,"['thriller', 'crime', 'drama', 'romance']",['US'],3.0,tt7335184,7.7,225949.0,English
Lost in Space,SHOW,2018,TV-PG,49,"['scifi', 'action', 'drama', 'thriller', 'family']",['US'],3.0,tt5232792,7.3,96868.0,English
Money Heist,SHOW,2017,TV-MA,50,"['crime', 'drama', 'thriller', 'action', 'european']",['ES'],5.0,tt6468322,8.3,450797.0,"Spanish, Russian, Serbian, English"
Good Girls,SHOW,2018,TV-14,42,"['comedy', 'drama', 'crime']",['US'],4.0,tt6474378,7.7,49867.0,English
Bodyguard,SHOW,2018,TV-MA,60,"['war', 'crime', 'drama', 'thriller', 'european']",['GB'],2.0,tt7493974,8.1,114446.0,English
Godless,SHOW,2017,TV-MA,65,"['western', 'documentation', 'action', 'drama', 'crime']",['US'],1.0,tt5516154,7.6,27.0,English
Altered Carbon,SHOW,2018,TV-MA,52,"['scifi', 'thriller', 'action', 'drama']",['US'],2.0,tt2261227,7.9,162018.0,"English, Spanish, Arabic, German"
Maniac,SHOW,2018,TV-MA,39,"['drama', 'scifi', 'comedy']",['US'],1.0,tt5580146,7.7,74877.0,English
Dirty John,SHOW,2018,TV-MA,44,"['crime', 'drama']",['US'],2.0,tt15438396,7.3,20817.0,N/A
Babylon Berlin,SHOW,2017,TV-MA,49,"['crime', 'thriller', 'drama', 'european']",['DE'],4.0,tt4378376,8.4,23256.0,German
Charmed,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy']",['US'],4.0,tt6394324,4.5,16091.0,English
The Haunting of Hill House,SHOW,2018,TV-MA,58,"['drama', 'scifi', 'horror', 'thriller']",['US'],1.0,tt6763664,8.6,226817.0,English
HAPPY!,SHOW,2017,TV-MA,43,"['scifi', 'comedy', 'thriller', 'action', 'crime', 'fantasy']",['US'],2.0,tt2452242,8.1,37747.0,English
Workin' Moms,SHOW,2017,TV-MA,22,"['comedy', 'drama']",['CA'],6.0,tt6143796,7.8,14892.0,English
Wild Wild Country,SHOW,2018,TV-MA,67,"['crime', 'documentation']",['US'],1.0,tt7768848,8.1,29298.0,English
Somebody Feed Phil,SHOW,2018,TV-14,52,['documentation'],['US'],5.0,tt7752034,8.2,4420.0,English
Big Mouth,SHOW,2017,TV-MA,27,"['animation', 'comedy', 'romance']",['US'],6.0,tt6524350,7.9,74660.0,English
Dynasty,SHOW,2017,TV-14,42,['drama'],['US'],5.0,tt6128300,7.2,21136.0,English
Imposters,SHOW,2017,TV-14,43,"['drama', 'comedy', 'crime']",['US'],2.0,tt5212822,7.8,13238.0,English
Anne with an E,SHOW,2017,TV-G,46,"['drama', 'family']",['CA'],3.0,tt5421602,8.7,51001.0,"Micmac, French, English"
Manhunt,SHOW,2017,TV-14,43,"['documentation', 'crime', 'thriller', 'drama']",['US'],2.0,tt5618256,8.1,57459.0,English
Santa Clarita Diet,SHOW,2017,TV-MA,29,"['comedy', 'horror']",['US'],3.0,tt5580540,7.9,64467.0,English
The Bureau of Magical Things,SHOW,2018,TV-G,23,"['scifi', 'family', 'fantasy']",['AU'],2.0,tt7153034,6.7,1914.0,"English, Dutch"
One Day at a Time,SHOW,2017,TV-PG,29,"['comedy', 'drama']",['US'],4.0,tt5339440,8.2,15669.0,"English, Spanish"
The End of the F***ing World,SHOW,2017,TV-MA,21,"['crime', 'comedy', 'drama', 'romance', 'thriller']",['GB'],2.0,tt6257970,8.1,177868.0,English
Safe,SHOW,2018,TV-MA,45,"['drama', 'thriller', 'crime', 'european']",['GB'],1.0,tt7902072,7.2,41822.0,English
GLOW,SHOW,2017,TV-MA,34,"['drama', 'comedy', 'sport', 'reality']",['US'],4.0,tt0784878,8.0,44751.0,English
Trolls: The Beat Goes On!,SHOW,2018,TV-G,21,"['comedy', 'romance', 'animation', 'family', 'fantasy']",['US'],8.0,tt7539608,5.8,798.0,English
Collateral,SHOW,2018,TV-MA,57,"['drama', 'thriller', 'crime']",['GB'],1.0,tt6729080,6.7,17304.0,English
Castlevania,SHOW,2017,TV-MA,26,"['scifi', 'drama', 'fantasy', 'horror', 'animation', 'action']",['US'],4.0,tt6517102,8.3,61114.0,"Latin, English"
The Kominsky Method,SHOW,2018,TV-MA,26,"['drama', 'comedy']",['US'],3.0,tt7255502,8.2,38232.0,English
Knightfall,SHOW,2017,TV-14,44,"['action', 'drama', 'history']",['US'],2.0,tt4555364,6.7,19809.0,"English, Arabic, Hebrew, Latin"
Atypical,SHOW,2017,TV-14,31,"['comedy', 'drama']",['US'],4.0,tt6315640,8.3,81643.0,English
Alias Grace,SHOW,2017,TV-MA,44,"['drama', 'thriller', 'crime']",['CA'],1.0,tt1034007,7.7,31577.0,English
Deadwind,SHOW,2018,TV-MA,46,"['drama', 'thriller', 'crime']",['FI'],3.0,tt6616260,7.3,8762.0,"Finnish, German, English"
A Series of Unfortunate Events,SHOW,2017,TV-PG,47,"['action', 'family', 'comedy', 'drama']",['US'],3.0,tt4834206,7.8,59239.0,English
American Vandal,SHOW,2017,TV-MA,33,"['comedy', 'drama', 'crime']",['US'],2.0,tt6877772,8.1,29972.0,English
Watership Down,SHOW,2018,TV-PG,50,"['animation', 'action', 'drama', 'family', 'fantasy']",['GB'],1.0,tt5670764,7.2,6043.0,English
Mystery Science Theater 3000,SHOW,2017,TV-14,86,"['scifi', 'comedy', 'thriller', 'drama', 'horror']",['US'],2.0,tt6782014,8.2,3605.0,English
Chilling Adventures of Sabrina,SHOW,2018,TV-14,57,"['scifi', 'thriller', 'drama', 'horror', 'fantasy']",['US'],4.0,tt7569592,7.4,90327.0,English
Violet Evergarden,SHOW,2018,TV-14,25,"['drama', 'animation', 'scifi', 'fantasy', 'romance']",['JP'],1.0,tt7078180,8.4,19940.0,"Japanese, English"
Narcos: Mexico,SHOW,2018,TV-MA,56,"['drama', 'crime']",['US'],3.0,tt8714904,8.4,80902.0,English
Disenchantment,SHOW,2018,TV-14,29,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",['US'],4.0,tt5363918,7.2,58639.0,English
BAKI,SHOW,2018,TV-MA,24,"['action', 'animation', 'drama', 'sport']",['JP'],3.0,tt6357658,6.7,5706.0,"English, Japanese"
Wet Hot American Summer: Ten Years Later,SHOW,2017,TV-MA,27,['comedy'],['US'],1.0,tt5669272,6.9,8502.0,English
Seven Seconds,SHOW,2018,TV-MA,62,"['crime', 'drama']",['US'],1.0,tt6297682,7.7,15323.0,English
Devilman Crybaby,SHOW,2018,TV-MA,25,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']",['JP'],1.0,tt6660498,7.6,18575.0,"Japanese, English"
Oats Studios,SHOW,2017,TV-MA,6,"['scifi', 'horror']",['US'],1.0,tt16351432,6.4,870.0,English
Two Sentence Horror Stories,SHOW,2017,TV-14,22,"['drama', 'horror', 'thriller']",['US'],4.0,tt6873926,5.5,1841.0,English
Black Spot,SHOW,2017,TV-MA,55,"['drama', 'thriller', 'crime', 'horror', 'european']","['BE', 'FR']",2.0,tt6519410,7.4,10705.0,French
Rust Valley Restorers,SHOW,2018,TV-14,45,['documentation'],['CA'],4.0,tt9498102,7.8,2732.0,English
Everything Sucks!,SHOW,2018,TV-14,24,"['drama', 'comedy']",['US'],1.0,tt7078710,7.5,18023.0,English
Bad Blood,SHOW,2017,TV-14,46,"['drama', 'crime']",['CA'],2.0,tt6423364,7.5,9593.0,English
Five Came Back,SHOW,2017,TV-MA,65,"['war', 'documentation', 'history']",['US'],1.0,tt6587094,8.3,4600.0,English
Queer Eye,SHOW,2018,TV-14,47,['reality'],['US'],6.0,tt7259746,8.5,18147.0,English
James Acaster: Repertoire,SHOW,2018,TV-14,52,['comedy'],['GB'],1.0,tt7818686,8.4,3545.0,English
The Keepers,SHOW,2017,TV-MA,56,"['crime', 'action', 'drama', 'documentation']",['US'],1.0,tt6792200,7.6,14.0,English
13 Reasons Why,SHOW,2017,TV-MA,58,"['drama', 'thriller']",['US'],4.0,tt1837492,7.5,282373.0,English
Pine Gap,SHOW,2018,TV-MA,56,"['drama', 'thriller']",['AU'],1.0,tt7371868,7.2,4772.0,English
Nightflyers,SHOW,2018,TV-MA,44,"['scifi', 'thriller', 'drama', 'horror']",['US'],1.0,tt6903284,5.8,13103.0,English
Black Lightning,SHOW,2018,TV-14,42,"['scifi', 'action', 'drama']",['US'],4.0,tt6045840,6.1,24646.0,English
Troy: Fall of a City,SHOW,2018,TV-MA,58,"['war', 'fantasy', 'romance', 'action']",['GB'],1.0,tt5103758,3.9,13677.0,English
The Dragon Prince,SHOW,2018,TV-Y7,27,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'thriller']",['US'],3.0,tt8688814,8.4,21635.0,English
Dear White People,SHOW,2017,TV-MA,29,"['comedy', 'drama']",['US'],4.0,tt5707802,6.1,24863.0,English
VeggieTales in the City,SHOW,2017,TV-Y,23,"['comedy', 'family', 'music', 'animation']",['US'],3.0,tt6562134,5.7,110.0,English
Requiem,SHOW,2018,TV-MA,58,"['drama', 'animation', 'fantasy', 'thriller']",['GB'],1.0,tt6712390,6.4,6421.0,"English, British Sign , Welsh"
Wormwood,SHOW,2017,TV-14,43,"['crime', 'drama', 'documentation', 'fantasy']",['US'],1.0,tt1149367,7.0,4181.0,English
Perfume,SHOW,2018,TV-MA,29,"['crime', 'thriller', 'drama', 'documentation', 'comedy', 'romance']",['DE'],1.0,tt10163260,7.1,8536.0,N/A
Evil Genius,SHOW,2018,TV-MA,48,"['crime', 'documentation']",['US'],1.0,tt8342862,7.5,27516.0,English
Explained,SHOW,2018,TV-MA,21,['documentation'],['US'],3.0,tt8005374,8.0,8831.0,English
Cells at Work!,SHOW,2018,TV-14,23,"['action', 'fantasy', 'animation', 'comedy']",['JP'],2.0,tt8673610,7.5,2206.0,Japanese
She-Ra and the Princesses of Power,SHOW,2018,TV-Y7,24,"['scifi', 'action', 'family', 'animation', 'fantasy', 'comedy', 'drama']",['US'],5.0,tt7745956,7.8,14935.0,English
Stranger,SHOW,2017,TV-MA,64,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']",['KR'],2.0,tt5545948,8.5,7645.0,English
The Rain,SHOW,2018,TV-MA,43,"['drama', 'scifi', 'thriller']",['DK'],3.0,tt6656238,7.3,616.0,Danish
The Innocent Man,SHOW,2018,TV-MA,47,"['documentation', 'crime']",['US'],1.0,tt0914376,7.3,5883.0,English
Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,TV-14,25,"['animation', 'comedy', 'thriller', 'fantasy', 'romance', 'drama']",['JP'],1.0,tt8993398,8.1,10400.0,Japanese
Dirty Money,SHOW,2018,TV-14,63,"['crime', 'documentation']",['US'],2.0,tt7889220,8.1,9099.0,English
Tidelands,SHOW,2018,TV-MA,42,"['scifi', 'fantasy', 'crime', 'drama']",['AU'],1.0,tt6898970,6.8,7727.0,English
Hilda,SHOW,2018,TV-Y7,25,"['scifi', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['GB'],2.0,tt6385540,8.5,10162.0,English
Friends from College,SHOW,2017,TV-MA,30,"['comedy', 'drama']",['US'],2.0,tt5565334,6.9,20242.0,English
My Little Pony: Equestria Girls,SHOW,2017,TV-Y,24,"['animation', 'comedy', 'family', 'fantasy']",['US'],1.0,tt13160278,6.4,642.0,English
Insatiable,SHOW,2018,TV-MA,46,"['drama', 'comedy', 'thriller']",['US'],2.0,tt6487482,6.5,27275.0,English
Better Than Us,SHOW,2018,TV-MA,52,"['scifi', 'drama']",['RU'],2.0,tt8285216,7.3,8711.0,"Mandarin, Russian, English"
Cable Girls,SHOW,2017,TV-MA,50,"['drama', 'european']",['ES'],5.0,tt5674718,7.6,13855.0,Spanish
Sick Note,SHOW,2017,TV-MA,24,"['comedy', 'crime']",['GB'],2.0,tt5770788,6.8,7173.0,English
MEGALOBOX,SHOW,2018,TV-MA,24,"['action', 'animation', 'drama', 'scifi', 'sport']",['JP'],2.0,tt7965802,7.8,3144.0,"Spanish, Portuguese, English, Japanese"
Transformers: Cyberverse,SHOW,2018,TV-Y7,11,"['action', 'animation', 'scifi']",['US'],3.0,tt8891990,6.5,350.0,English
Wanderlust,SHOW,2018,TV-MA,57,['drama'],[],1.0,tt7608238,7.0,5225.0,English
Jack Whitehall: Travels with My Father,SHOW,2017,TV-MA,46,"['reality', 'comedy', 'documentation', 'european']",['GB'],5.0,tt7453996,7.6,5388.0,English
Teasing Master Takagi-san,SHOW,2018,TV-PG,24,"['comedy', 'animation', 'romance']",['JP'],3.0,tt7808344,7.7,2030.0,Japanese
The Boss Baby: Back in Business,SHOW,2018,TV-G,23,"['action', 'comedy', 'animation', 'family', 'fantasy']",['US'],4.0,tt7741824,6.4,3595.0,"English, Mandarin, French, Cantonese, Spanish"
My Next Guest Needs No Introduction With David Letterman,SHOW,2018,TV-MA,55,[],['US'],4.0,tt7829834,7.9,5194.0,English
Scissor Seven,SHOW,2018,TV-PG,15,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'romance']",['CN'],3.0,tt11503082,8.5,297.0,"Mandarin, Cantonese, Chinese, English"
Damnation,SHOW,2017,TV-MA,43,"['western', 'drama', 'crime']",['US'],1.0,tt6106704,7.6,8111.0,English
The Magic School Bus Rides Again,SHOW,2017,TV-Y,25,"['animation', 'family', 'fantasy']",['US'],3.0,tt3869122,6.2,812.0,English
Cathedral of the Sea,SHOW,2018,TV-MA,57,"['drama', 'history']",['ES'],1.0,tt4944694,7.4,4292.0,Spanish
Haunted,SHOW,2018,TV-MA,25,"['documentation', 'horror', 'reality']",['US'],3.0,tt9077192,4.6,3150.0,English
Great News,SHOW,2017,TV-PG,21,['comedy'],['US'],2.0,tt4955480,7.0,6810.0,English
Dark Tourist,SHOW,2018,TV-MA,41,"['action', 'documentation']",['NZ'],1.0,tt8725166,7.5,7158.0,English
Abstract: The Art of Design,SHOW,2017,TV-14,45,['documentation'],['US'],2.0,tt6333098,8.4,5306.0,English
Bakugan: Battle Planet,SHOW,2018,TV-Y7,20,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy']",['JP'],4.0,tt9527662,5.1,220.0,"English, Korean"
Kakegurui,SHOW,2017,TV-14,24,"['action', 'animation', 'drama', 'thriller']",['JP'],2.0,tt7131720,7.2,8547.0,Japanese
Numberblocks,SHOW,2017,TV-Y,5,['animation'],['GB'],5.0,tt7978538,8.6,198.0,English
Dogs,SHOW,2018,TV-PG,50,['documentation'],['US'],2.0,tt0262158,8.0,1269.0,English
The Forest,SHOW,2017,TV-MA,52,"['crime', 'thriller', 'drama', 'european']",['FR'],1.0,tt6560040,7.2,10137.0,French
Zoids Wild,SHOW,2018,TV-Y7,21,"['scifi', 'action', 'comedy', 'animation']",['JP'],1.0,tt12317724,6.0,25.0,Japanese
Mr. Sunshine,SHOW,2018,TV-MA,76,"['drama', 'action', 'history', 'romance', 'war']",['KR'],1.0,tt7094780,8.7,6855.0,"Korean, Japanese, English"
Hotel Transylvania: The Series,SHOW,2017,TV-Y7,16,"['comedy', 'family', 'fantasy', 'horror', 'animation']",['US'],2.0,tt4858114,5.5,694.0,English
My Mister,SHOW,2018,TV-14,79,"['drama', 'family']",['KR'],1.0,tt7923710,9.2,5481.0,Korean
Magic for Humans,SHOW,2018,TV-14,24,"['comedy', 'reality']",['US'],3.0,tt8425308,7.1,3316.0,English
Bill Nye Saves the World,SHOW,2017,TV-14,30,['comedy'],['US'],3.0,tt6026278,3.5,7233.0,N/A
1983,SHOW,2018,TV-MA,57,"['drama', 'crime', 'thriller']",['PL'],1.0,tt7371666,6.8,4173.0,"Polish, English, Vietnamese, Russian, Chinese"
Innocent,SHOW,2017,TV-14,51,"['drama', 'crime']",['TR'],1.0,tt6478854,8.4,17727.0,N/A
Black Earth Rising,SHOW,2018,TV-MA,59,"['crime', 'thriller']",['GB'],1.0,tt7660730,7.4,4790.0,English
I Am a Killer,SHOW,2018,TV-MA,46,"['crime', 'documentation']",['GB'],2.0,tt8300324,7.4,3937.0,English
Nailed It!,SHOW,2018,TV-PG,33,"['reality', 'comedy']",['US'],6.0,tt6987788,7.4,4682.0,English
